,predicted_cases,actual_cases,error,perc_error
UCLA-SuEIR,2537477.8,2825829,-288351.2,-10.2%
IowaStateLW-STEM,3136557.0,2825829,310728.0,11.0%
COVIDhub-baseline,2304239.0,2825829,-521590.0,-18.5%
CovidAnalytics-DELPHI,2154108.0,2825829,-671721.0,-23.8%
Covid19Sim-Simulator,3667775.8,2825829,841946.8,29.8%
Columbia_UNC-SurvCon,3744118.0,2825829,918289.0,32.5%
USACE-ERDC_SEIR,1797865.3,2825829,-1027963.7,-36.4%
USC-SI_kJalpha,3875577.3,2825829,1049748.3,37.1%
JHU_IDD-CovidSP,1721099.7,2825829,-1104729.3,-39.1%
OliverWyman-Navigator,1640900.0,2825829,-1184929.0,-41.9%
LANL-GrowthRate,1494616.0,2825829,-1331213.0,-47.1%
UMich-RidgeTfReg,1176563.1,2825829,-1649265.9,-58.4%
Geneva-DetGrowth,362289.8,2825829,-2463539.2,-87.2%
RobertWalraven-ESG,108281.8,2825829,-2717547.2,-96.2%
CovidActNow-SEIR_CAN,,2825829,,
