,count,mean,median,std,min,25%,75%,max
OneQuietNight-ML,3135,122952.3,361.0,2747648.3,0.0,36.0,2704.0,141895744.0
COVIDhub-ensemble,3141,142010.4,441.0,2994523.0,0.0,36.0,3721.0,151486864.0
CEID-Walk,3141,162603.9,477.9,3555440.5,0.0,46.3,3899.1,169077644.9
COVIDhub-baseline,3141,172012.4,484.0,4019110.4,0.0,49.0,3844.0,197852356.0
LNQ-ens1,3140,201360.1,752.8,5326954.7,0.0,75.0,6981.1,278645148.7
PandemicCentral-USCounty,3075,244846.2,692.1,4543552.5,0.0,70.7,4963.9,220259719.5
OliverWyman-Navigator,3024,260773.1,529.0,5771021.8,0.0,64.0,4225.0,247842049.0
IowaStateLW-STEM,3103,307732.2,841.0,9373591.6,0.0,100.0,6084.0,507105361.0
CU-select,3015,400521.8,784.0,8795059.8,0.0,81.0,5929.0,376437604.0
JHU_IDD-CovidSP,3141,507905.1,1072.5,13315576.5,0.0,78.9,9045.1,699133360.8
LANL-GrowthRate,3110,693394.3,841.0,16329190.5,0.0,100.0,6400.0,577825444.0
FAIR-NRAR,3137,708239.1,1108.0,18571067.5,0.0,80.6,11643.7,992611413.5
Google_Harvard-CPF,3140,813713.1,1116.6,26921295.5,0.0,99.6,9884.5,1472861289.5
JHUAPL-Bucky,3141,1044218.1,885.9,25742583.4,0.0,94.9,7933.2,955201290.4
MITCovAlliance-SIR,3003,1956278.1,7920.9,58238967.2,0.0,1024.0,57915.0,3214413737.6
UVA-Ensemble,3131,29013038.5,1852.7,1088734067.4,0.0,164.7,18306.1,57751639981.9
