,count,mean,median,std,min,25%,75%,max
CEID-Walk,3141,3448335.3,9505.9,55515829.2,0.0,1005.5,84523.9,1640554250.1
COVIDhub-baseline,3141,3460874.2,9025.0,55989600.3,0.0,900.0,82944.0,1809651600.0
COVIDhub-ensemble,3141,3499476.8,10201.0,60266252.2,0.0,961.0,109561.0,2707537156.0
OneQuietNight-ML,3135,3754991.3,7396.0,73079433.6,0.0,784.0,62500.0,2848570384.0
FAIR-NRAR,3137,4255874.8,11389.1,91370882.6,0.0,1091.3,104574.2,4685804911.7
JHU_IDD-CovidSP,3141,4462206.8,15476.8,75950321.5,0.0,1299.2,139862.8,3334682419.8
IowaStateLW-STEM,3103,5286682.8,11664.0,145658782.5,0.0,1225.0,96721.0,7375374400.0
LNQ-ens1,3140,5338143.2,17562.7,102468211.2,0.0,1588.9,180539.5,4655951976.7
PandemicCentral-USCounty,3075,5838288.3,14880.0,131470861.5,0.0,1588.9,132499.6,6905872421.9
Google_Harvard-CPF,3140,9570710.9,12172.7,183357788.5,0.0,1005.0,128601.7,7998194414.4
CU-select,3015,11618090.5,32400.0,235585243.1,0.0,5041.0,225625.0,11582710129.0
LANL-GrowthRate,3110,13314420.1,14161.0,280212895.9,0.0,1681.0,131769.0,10164168306.2
MITCovAlliance-SIR,3003,36455445.3,141259.2,991047305.9,0.0,20733.6,1075364.4,54091828352.2
JHUAPL-Bucky,3141,47767903.7,32423.2,1240232123.5,0.0,3831.4,312725.1,52285046959.1
UVA-Ensemble,3131,76983368.8,22866.9,3236824145.1,0.0,2107.0,226818.3,179284067386.2
