,actual_deaths,Baseline,YYG-ParamSearch,IHME-CurveFIt,error-Baseline,error-YYG,error-IHME,beat_baseline-YYG,beat_baseline-IHME
Austria,718,1632.4,1053.0,,914.4,335.0,,True,False
Belgium,9845,26119.0,12316.0,,16274.0,2471.0,,True,False
Bulgaria,385,263.7,233.0,58.3,-121.3,-152.0,-326.7,False,False
Canada,8986,18118.7,10339.0,5098.6,9132.7,1353.0,-3887.4,True,True
Croatia,145,223.6,271.0,60.4,78.6,126.0,-84.6,False,False
Cyprus,19,56.1,32.0,19.5,37.1,13.0,0.5,True,True
Czechia,383,620.7,458.0,,237.7,75.0,,True,False
Denmark,615,1291.0,762.0,,676.0,147.0,,True,False
Estonia,69,187.1,116.0,92.9,118.1,47.0,23.9,True,True
Finland,329,1495.9,987.0,433.4,1166.9,658.0,104.4,True,True
France,30268,64836.6,38463.0,24917.7,34568.6,8195.0,-5350.3,True,True
Germany,9154,23460.9,19119.0,6945.8,14306.9,9965.0,-2208.2,True,True
Greece,206,410.3,254.0,140.2,204.3,48.0,-65.8,True,True
Hungary,597,1390.9,1021.0,306.4,793.9,424.0,-290.6,True,True
Ireland,1763,6793.4,2990.0,1404.0,5030.4,1227.0,-359.0,True,True
Italy,35146,66241.0,43091.0,27544.2,31095.0,7945.0,-7601.8,True,True
Latvia,32,122.7,62.0,451.7,90.7,30.0,419.7,True,False
Lithuania,80,95.9,97.0,,15.9,17.0,,False,False
Luxembourg,116,266.3,150.0,138.7,150.3,34.0,22.7,True,True
Netherlands,6167,15094.0,10270.0,,8927.0,4103.0,,True,False
Norway,255,534.1,412.0,,279.1,157.0,,True,False
Poland,1721,3058.0,2473.0,,1337.0,752.0,,True,False
Portugal,1737,3574.9,2922.0,1021.0,1837.9,1185.0,-716.0,True,True
Romania,2379,2876.4,2583.0,663.2,497.4,204.0,-1715.8,True,False
Slovakia,29,86.6,41.0,24.7,57.6,12.0,-4.3,True,True
Slovenia,119,165.3,143.0,91.8,46.3,24.0,-27.2,True,True
Spain,28445,60124.4,32155.0,25329.3,31679.4,3710.0,-3115.7,True,True
Sweden,5743,11791.7,7427.0,15625.0,6048.7,1684.0,9882.0,True,False
Switzerland,1981,4901.6,2695.0,,2920.6,714.0,,True,False
United Kingdom,46278,98091.3,44199.0,31476.2,51813.3,-2079.0,-14801.8,True,True
