,count,mean,median,std,min,25%,75%,max
COVIDhub-baseline,3141,70.2,23.0,228.2,0.0,8.0,61.0,6203.0
LNQ-ens1,3141,70.9,23.9,197.4,0.0,8.6,63.6,5373.2
CEID-Walk,3141,71.4,23.2,222.0,0.0,8.0,62.2,5481.5
OliverWyman-Navigator,2795,75.5,26.0,265.9,0.0,10.0,65.0,9386.0
COVIDhub-ensemble,3141,76.8,26.0,218.2,0.0,9.0,69.0,6267.0
USC-SI_kJalpha,3107,76.9,26.0,233.0,0.0,9.0,69.0,6017.0
JHUAPL-Bucky,3141,78.7,23.9,238.4,0.0,8.0,65.1,6581.5
UCLA-SuEIR,2660,85.5,26.1,234.4,0.0,9.2,72.6,5869.4
IowaStateLW-STEM,3103,85.8,26.0,253.2,0.0,9.0,74.0,6766.0
CU-select,3078,97.6,30.0,655.7,0.0,13.0,76.0,33592.0
LANL-GrowthRate,2951,101.2,42.5,236.3,0.0,16.2,99.7,6267.6
JHU_IDD-CovidSP,3139,104.2,31.8,326.8,0.0,10.9,86.0,9235.8
UVA-Ensemble,2721,111.3,35.0,291.7,0.0,11.9,97.4,8161.6
RobertWalraven-ESG,3141,124.9,38.0,361.5,0.0,13.4,105.5,7407.4
Google_Harvard-CPF,3140,125.6,38.3,380.0,0.0,15.0,105.5,8248.6
PandemicCentral-USCounty,3080,134.6,41.0,780.1,0.0,13.0,111.0,40475.0
